category	rva	size	status	raw_name	normalized_name	api_evidence
winapi	0x1c8ce7	160	named-untracked	?GetErrorMessage@CArchiveException@@UAEHPADIPAI@Z	?GetErrorMessage@CArchiveException@@UAEHPADIPAI@Z	lstrcpynA
winapi	0x1c8f38	104	named-untracked	?CalcWindowRect@CView@@UAEXPAUtagRECT@@I@Z	?CalcWindowRect@CView@@UAEXPAUtagRECT@@I@Z	AdjustWindowRectEx
winapi	0x1c9069	16	named-untracked	?OnUpdate@CView@@MAEXPAV1@JPAVCObject@@@Z	?OnUpdate@CView@@MAEXPAV1@JPAVCObject@@@Z	InvalidateRect
winapi	0x1c90b1	109	named-untracked	?OnMouseActivate@CView@@IAEHPAVCWnd@@II@Z	?OnMouseActivate@CView@@IAEHPAVCWnd@@II@Z	GetFocus;IsChild
winapi	0x1c9146	94	named-untracked	?GetParentSplitter@CView@@SGPAVCSplitterWnd@@PBVCWnd@@H@Z	?GetParentSplitter@CView@@SGPAVCSplitterWnd@@PBVCWnd@@H@Z	IsIconic
winapi	0x1c91a4	117	named-untracked	?GetScrollBarCtrl@CView@@UBEPAVCScrollBar@@H@Z	?GetScrollBarCtrl@CView@@UBEPAVCScrollBar@@H@Z	GetDlgCtrlID
winapi	0x1c92f6	203	named-untracked	?OnEndPrintPreview@CView@@MAEXPAVCDC@@PAUCPrintInfo@@UtagPOINT@@PAVCPreviewView@@@Z	?OnEndPrintPreview@CView@@MAEXPAVCDC@@PAUCPrintInfo@@UtagPOINT@@PAVCPreviewView@@@Z	IsIconic;SendMessageA;UpdateWindow
winapi	0x1c97c8	46	named-untracked	?DoFileSave@CDocument@@UAEHXZ	?DoFileSave@CDocument@@UAEHXZ	GetFileAttributesA
winapi	0x1c9a98	368	named-untracked	?ReportSaveLoadException@CDocument@@UAEXPBDPAVCException@@HI@Z	?ReportSaveLoadException@CDocument@@UAEXPBDPAVCException@@HI@Z	lstrcpynA
winapi	0x1c9c08	455	named-untracked	?Open@CMirrorFile@@UAEHPBDIPAVCFileException@@@Z	?Open@CMirrorFile@@UAEHPBDIPAVCFileException@@@Z	GetDiskFreeSpaceA;GetFileTime;GetFullPathNameA;GetTempFileNameA;SetFileSecurityA;SetFileTime
winapi	0x1cc7c3	50	named-untracked	?HideApplication@CWinApp@@QAEXXZ	?HideApplication@CWinApp@@QAEXXZ	ShowOwnedPopups
winapi	0x1cc7f5	95	named-untracked	?DoWaitCursor@CWinApp@@UAEXH@Z	?DoWaitCursor@CWinApp@@UAEXH@Z	SetCursor
winapi	0x1cc882	186	named-untracked	?DoMessageBox@CWinApp@@UAEHPBDII@Z	?DoMessageBox@CWinApp@@UAEHPBDII@Z	EnableWindow;MessageBoxA
winapi	0x1cc9c3	57	named-untracked	?MessageBoxA@CWnd@@QAEHPBD0I@Z	?MessageBoxA@CWnd@@QAEHPBD0I@Z	MessageBoxA
winapi	0x1ccae7	117	tracked	?Stub_1ccae7@EngineLabelBacklog@@YAXXZ	?Stub_1ccae7@EngineLabelBacklog@@YAXXZ	RegCloseKey;RegSetValueExA;WritePrivateProfileStringA;wsprintfA
winapi	0x1ccb5c	160	tracked	?Stub_1ccb5c@EngineLabelBacklog@@YAXXZ	?Stub_1ccb5c@EngineLabelBacklog@@YAXXZ	RegCloseKey;RegDeleteKeyA;RegDeleteValueA;RegSetValueExA;WritePrivateProfileStringA;lstrlenA
winapi	0x1ccbfc	161	tracked	?Stub_1ccbfc@EngineLabelBacklog@@YAXXZ	?Stub_1ccbfc@EngineLabelBacklog@@YAXXZ	RegCloseKey;RegSetValueExA
winapi	0x1cccd7	255	named-untracked	?AfxFormatStrings@@YGXAAVCString@@PBDPBQBDH@Z	?AfxFormatStrings@@YGXAAVCString@@PBDPBQBDH@Z	lstrcpyA;lstrlenA
winapi	0x1ce98a	146	named-untracked	?DPtoHIMETRIC@CDC@@QBEXPAUtagSIZE@@@Z	?DPtoHIMETRIC@CDC@@QBEXPAUtagSIZE@@@Z	GetMapMode
winapi	0x1cea1c	146	named-untracked	?HIMETRICtoDP@CDC@@QBEXPAUtagSIZE@@@Z	?HIMETRICtoDP@CDC@@QBEXPAUtagSIZE@@@Z	GetMapMode
winapi	0x1ceae4	115	named-untracked	?GetHalftoneBrush@CDC@@SGPAVCBrush@@XZ	?GetHalftoneBrush@CDC@@SGPAVCBrush@@XZ	CreateBitmap;CreatePatternBrush;DeleteObject
winapi	0x1ceb57	789	named-untracked	?DrawDragRect@CDC@@QAEXPBUtagRECT@@UtagSIZE@@01PAVCBrush@@2@Z	?DrawDragRect@CDC@@QAEXPBUtagRECT@@UtagSIZE@@01PAVCBrush@@2@Z	CombineRgn;CopyRect;CreateRectRgn;CreateRectRgnIndirect;InflateRect;IntersectRect;PatBlt;SetRectRgn
winapi	0x1cee6c	42	named-untracked	FillSolidRect	FillSolidRect	ExtTextOutA;SetBkColor
winapi	0x1cee96	76	named-untracked	?FillSolidRect@CDC@@QAEXHHHHK@Z	?FillSolidRect@CDC@@QAEXHHHHK@Z	ExtTextOutA;SetBkColor
winapi	0x1cef77	69	named-untracked	?CreatePointFont@CFont@@QAEHHPBDPAVCDC@@@Z	?CreatePointFont@CFont@@QAEHHPBDPAVCDC@@@Z	lstrcpynA
winapi	0x1cefbc	158	named-untracked	?CreatePointFontIndirect@CFont@@QAEHPBUtagLOGFONTA@@PAVCDC@@@Z	?CreatePointFontIndirect@CFont@@QAEHPBUtagLOGFONTA@@PAVCDC@@@Z	CreateFontIndirectA;GetDC;GetDeviceCaps;ReleaseDC
winapi	0x1cf176	85	named-untracked	_$E353	_$E353	RegisterWindowMessageA
winapi	0x1cf1d1	198	named-untracked	??0CFrameWnd@@QAE@XZ	??0CFrameWnd@@QAE@XZ	SetRectEmpty
winapi	0x1cf362	38	named-untracked	?LoadAccelTable@CFrameWnd@@QAEHPBD@Z	?LoadAccelTable@CFrameWnd@@QAEHPBD@Z	LoadAcceleratorsA
winapi	0x1cf3ac	119	named-untracked	?PreTranslateMessage@CFrameWnd@@UAEHPAUtagMSG@@@Z	?PreTranslateMessage@CFrameWnd@@UAEHPAUtagMSG@@@Z	TranslateAcceleratorA
winapi	0x1cf46c	107	named-untracked	?ExitHelpMode@CFrameWnd@@UAEXXZ	?ExitHelpMode@CFrameWnd@@UAEXXZ	GetCapture;PeekMessageA;ReleaseCapture
winapi	0x1cf4d7	42	named-untracked	?OnSetCursor@CFrameWnd@@IAEHPAVCWnd@@II@Z	?OnSetCursor@CFrameWnd@@IAEHPAVCWnd@@II@Z	SetCursor
winapi	0x1cf602	301	named-untracked	?BeginModalState@CFrameWnd@@UAEXXZ	?BeginModalState@CFrameWnd@@UAEXXZ	EnableWindow;IsWindowEnabled;SendMessageA
winapi	0x1cf72f	111	named-untracked	?EndModalState@CFrameWnd@@UAEXXZ	?EndModalState@CFrameWnd@@UAEXXZ	EnableWindow;IsWindow
winapi	0x1cf79e	162	named-untracked	?ShowOwnedWindows@CFrameWnd@@QAEXH@Z	?ShowOwnedWindows@CFrameWnd@@QAEXH@Z	GetDesktopWindow;GetWindowLongA
winapi	0x1cf840	190	named-untracked	?OnEnable@CFrameWnd@@IAEXH@Z	?OnEnable@CFrameWnd@@IAEXH@Z	GetActiveWindow;GetParent;SetFocus
winapi	0x1cf8fe	170	named-untracked	?NotifyFloatingWindows@CFrameWnd@@QAEXK@Z	?NotifyFloatingWindows@CFrameWnd@@QAEXK@Z	GetDesktopWindow
winapi	0x1cfa00	152	named-untracked	?Create@CFrameWnd@@QAEHPBD0KABUtagRECT@@PAVCWnd@@0KPAUCCreateContext@@@Z	?Create@CFrameWnd@@QAEHPBD0KABUtagRECT@@PAVCWnd@@0KPAUCCreateContext@@@Z	DestroyMenu;LoadMenuA
winapi	0x1cfb41	79	named-untracked	?OnCreateHelper@CFrameWnd@@IAEHPAUtagCREATESTRUCTA@@PAUCCreateContext@@@Z	?OnCreateHelper@CFrameWnd@@IAEHPAUtagCREATESTRUCTA@@PAUCCreateContext@@@Z	PostMessageA
winapi	0x1cfb90	131	named-untracked	GetIconWndClass	GetIconWndClass	GetClassInfoA;LoadIconA
winapi	0x1cfc13	235	named-untracked	?LoadFrame@CFrameWnd@@UAEHIKPAVCWnd@@PAUCCreateContext@@@Z	?LoadFrame@CFrameWnd@@UAEHIKPAVCWnd@@PAUCCreateContext@@@Z	GetMenu
winapi	0x1cfcfe	58	named-untracked	?OnUpdateFrameMenu@CFrameWnd@@UAEXPAUHMENU__@@@Z	?OnUpdateFrameMenu@CFrameWnd@@UAEXPAUHMENU__@@@Z	SetMenu
winapi	0x1cfef8	79	named-untracked	?OnDestroy@CFrameWnd@@IAEXXZ	?OnDestroy@CFrameWnd@@IAEXXZ	GetMenu;SetMenu;WinHelpA
winapi	0x1cffd4	41	named-untracked	?OnHScroll@CFrameWnd@@IAEXIIPAVCScrollBar@@@Z	?OnHScroll@CFrameWnd@@IAEXIIPAVCScrollBar@@@Z	SendMessageA
winapi	0x1cfffd	41	named-untracked	?OnVScroll@CFrameWnd@@IAEXIIPAVCScrollBar@@@Z	?OnVScroll@CFrameWnd@@IAEXIIPAVCScrollBar@@@Z	SendMessageA
winapi	0x1d00a2	212	named-untracked	?OnActivate@CFrameWnd@@IAEXIPAVCWnd@@H@Z	?OnActivate@CFrameWnd@@IAEXIPAVCWnd@@H@Z	SendMessageA
winapi	0x1d0244	117	named-untracked	?OnDropFiles@CFrameWnd@@IAEXPAUHDROP__@@@Z	?OnDropFiles@CFrameWnd@@IAEXPAUHDROP__@@@Z	DragFinish;SetActiveWindow
winapi	0x1d030e	187	named-untracked	?OnDDEInitiate@CFrameWnd@@IAEJIJ@Z	?OnDDEInitiate@CFrameWnd@@IAEJIJ@Z	SendMessageA
winapi	0x1d03c9	155	named-untracked	?OnDDEExecute@CFrameWnd@@IAEJIJ@Z	?OnDDEExecute@CFrameWnd@@IAEJIJ@Z	GlobalLock;GlobalUnlock;PostMessageA;lstrcpynA
winapi	0x1d0606	357	named-untracked	?OnInitMenuPopup@CFrameWnd@@IAEXPAVCMenu@@IH@Z	?OnInitMenuPopup@CFrameWnd@@IAEXPAVCMenu@@IH@Z	GetMenuItemCount;GetSubMenu
winapi	0x1d076b	239	named-untracked	?OnMenuSelect@CFrameWnd@@IAEXIIPAUHMENU__@@@Z	?OnMenuSelect@CFrameWnd@@IAEXIIPAUHMENU__@@@Z	GetParent;PostMessageA;SendMessageA;UpdateWindow
winapi	0x1d09e2	23	named-untracked	?SetMessageText@CFrameWnd@@QAEXI@Z	?SetMessageText@CFrameWnd@@QAEXI@Z	SendMessageA
winapi	0x1d0a82	52	named-untracked	?GetControlBar@CFrameWnd@@QAEPAVCControlBar@@I@Z	?GetControlBar@CFrameWnd@@QAEPAVCControlBar@@I@Z	GetDlgCtrlID
winapi	0x1d0b24	225	named-untracked	?OnToolTipText@CFrameWnd@@IAEHIPAUtagNMHDR@@PAJ@Z	?OnToolTipText@CFrameWnd@@IAEHIPAUtagNMHDR@@PAJ@Z	GetDlgCtrlID;SetWindowPos;lstrcpynA
winapi	0x1d0c05	97	named-untracked	?OnUpdateKeyIndicator@CFrameWnd@@IAEXPAVCCmdUI@@@Z	?OnUpdateKeyIndicator@CFrameWnd@@IAEXPAVCCmdUI@@@Z	GetKeyState
winapi	0x1d0cd9	253	named-untracked	?UpdateFrameTitleForDocument@CFrameWnd@@IAEXPBD@Z	?UpdateFrameTitleForDocument@CFrameWnd@@IAEXPBD@Z	lstrcpyA;lstrlenA;wsprintfA
winapi	0x1d0dd6	539	named-untracked	?OnSetPreviewMode@CFrameWnd@@UAEXHPAUCPrintPreviewState@@@Z	?OnSetPreviewMode@CFrameWnd@@UAEXHPAUCPrintPreviewState@@@Z	GetDlgCtrlID;GetMenu;InvalidateRect;SetMenu;SetWindowLongA;ShowWindow
winapi	0x1d1005	111	named-untracked	?OnIdleUpdateCmdUI@CFrameWnd@@IAEXXZ	?OnIdleUpdateCmdUI@CFrameWnd@@IAEXXZ	UpdateWindow
