rva,unit,opt,size,name
0xccc80,BASE/soundmgr,Od,0x202,?ModifySample@soundManager@@QAEXPAU_SAMPLE@@FJ@Z
0xcce90,BASE/soundmgr,Od,0xa3,?DigitalReport@soundManager@@QAEJPAU_SAMPLE@@F@Z
0xccf40,BASE/soundmgr,Od,0xe8,?AdjustSoundVolumes@soundManager@@QAEXXZ
0xcd030,BASE/soundmgr,Od,0xee,?AdjustMusicVolumes@soundManager@@QAEXXZ
0xcd120,BASE/soundmgr,Od,0x3a,?ForcePollSound@soundManager@@QAEXXZ
0xcd160,BASE/soundmgr,Od,0xe3,?SetMusicQuality@soundManager@@QAEXH@Z
0xcd250,BASE/soundmgr,Od,0xc5,?PlayAmbientMusic@soundManager@@QAEXHJH@Z
0xcd320,BASE/soundmgr,Od,0x38f,?PollSound@soundManager@@QAEXXZ
0xcd6b0,BASE/soundmgr,Od,0x138,?SwitchAmbientMusic@soundManager@@QAEXH@Z
0xcd7f0,BASE/soundmgr,Od,0x28f,?MemorySample@soundManager@@QAEPAU_SAMPLE@@PAVsample@@@Z
0xcda80,BASE/soundmgr,Od,0x16,?GetNumberCDDrives@soundManager@@QAEXXZ
0xcdaa0,BASE/soundmgr,Od,0x2e,?ServiceSound@soundManager@@QAEXXZ
0xcdad0,BASE/soundmgr,Od,0x7f,?MusicPlaying@soundManager@@QAEHXZ
0xcdb50,BASE/INPUTMGR,O2,0x308,?KeyboardMessageHandler@@YIHPAXIIJ@Z
0xcde60,BASE/INPUTMGR,O2,0x36c,?MouseMessageHandler@@YIHPAXIIJ@Z
0xce1d0,BASE/INPUTMGR,O2,0x56,??0inputManager@@QAE@XZ
0xce230,BASE/INPUTMGR,O2,0x78,?Open@inputManager@@UAEHH@Z
0xce2b0,BASE/INPUTMGR,O2,0x20,?Close@inputManager@@UAEXXZ
0xce2d0,BASE/INPUTMGR,O2,0x5,?Main@inputManager@@UAEHAAUtag_message@@@Z
0xce2e0,BASE/INPUTMGR,O2,0xf,?Flush@inputManager@@QAEXXZ
0xce2f0,BASE/INPUTMGR,O2,0xa8,?GetEvent@inputManager@@QAE?AUtag_message@@XZ
0xce3a0,BASE/INPUTMGR,O2,0xa1,?PeekEvent@inputManager@@QAE?AUtag_message@@XZ
0xce450,BASE/INPUTMGR,O2,0x3,?SetMouseCoords@inputManager@@QAEXHH@Z
0xce460,BASE/INPUTMGR,O2,0x1b,?SetKeyCodeType@inputManager@@QAEXH@Z
0xce480,BASE/INPUTMGR,O2,0x1cb,?AsciiConvert@inputManager@@QAEXAAUtag_message@@@Z
0xce650,BASE/INPUTMGR,O2,0x33c,?MakeScanCodeTable@inputManager@@QAEXXZ
0xce990,BASE/INPUTMGR,O2,0xe4,?CheckChangeCursor@@YIXHHH@Z
0xcea80,BASE/INPUTMGR,O2,0xe9,?ForceMouseMove@inputManager@@QAEXXZ
0xceb70,BASE/WINDOW,Od,0xaa,??0heroWindow@@QAE@XZ
0xcec20,BASE/WINDOW,Od,0xa5,??0heroWindow@@QAE@HHHHH@Z
0xcecd0,BASE/WINDOW,Od,0x521,??0heroWindow@@QAE@HHPAD@Z
0xcf200,BASE/WINDOW,Od,0x73,?Open@heroWindow@@QAEHHH@Z
0xcf280,BASE/WINDOW,Od,0x90,?RemoveAndDeleteWidget@heroWindow@@QAEXH@Z
0xcf310,BASE/WINDOW,Od,0xaa,?Close@heroWindow@@QAEXXZ
0xcf3c0,BASE/WINDOW,Od,0x13c,?AddWidget@heroWindow@@QAEXPAVwidget@@H@Z
0xcf500,BASE/WINDOW,Od,0x116,?RemoveWidget@heroWindow@@QAEXPAVwidget@@@Z
0xcf620,BASE/WINDOW,Od,0x95,?BroadcastMessage@heroWindow@@QAEHAAUtag_message@@@Z
0xcf6c0,BASE/WINDOW,Od,0x20,?DrawWindow@heroWindow@@QAEXXZ
0xcf6e0,BASE/WINDOW,Od,0x2e,?DrawWindow@heroWindow@@QAEXH@Z
0xcf710,BASE/WINDOW,Od,0x116,?DrawWindow@heroWindow@@QAEXHHH@Z
0xcf830,BASE/WINDOW,Od,0x7f,?SaveBackground@heroWindow@@QAEHXZ
0xcf8b0,BASE/WINDOW,Od,0x97,?RestoreBackground@heroWindow@@QAEXXZ
0xcf950,BASE/WINDOW,Od,0x186,?MoveWindow@heroWindow@@QAEXHH@Z
0xcfae0,BASE/Iconm2b,O2,0x266,?MonoIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z
0xcfd50,BASE/Icond2b,O2,0x26e,?DimIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z
0xcffc0,BASE/BITMAP,O2,0x2a,??0bitmap@@QAE@XZ
0xcfff0,BASE/BITMAP,O2,0x41,??_Ebitmap@@UAEPAXI@Z
0xcfff0,BASE/BITMAP,O2,0x41,??_Gbitmap@@UAEPAXI@Z
0xd0040,BASE/BITMAP,O2,0x53,??0bitmap@@QAE@FFF@Z
0xd00a0,BASE/BITMAP,O2,0x8f,??0bitmap@@QAE@K@Z
0xd0130,BASE/BITMAP,O2,0x2c,??1bitmap@@UAE@XZ
0xd0160,BASE/BITMAP,O2,0xff,?DrawToBufferCareful@bitmap@@QAEXFF@Z
0xd0260,BASE/BITMAP,O2,0x3c,?DrawToBuffer@bitmap@@QAEXFF@Z
0xd02a0,BASE/BITMAP,O2,0x32,?DrawToScreen@bitmap@@QAEXFF@Z
0xd02e0,BASE/BITMAP,O2,0x2d,?GrabScreen@bitmap@@QAEXFF@Z
0xd0310,BASE/BITMAP,O2,0x26,?GrabBitmap@bitmap@@QAEXPAV1@FF@Z
0xd0340,BASE/BITMAP,O2,0xf0,?GrabBitmapCareful@bitmap@@QAEXPAV1@FF@Z
0xd0430,BASE/BITMAP,O2,0xcb,?CopyTo@bitmap@@QAEXPAV1@HHHHHH@Z
0xd0500,BASE/BITMAP,O2,0x65,?CopyToCareful@bitmap@@QAEXPAV1@HHHHHH@Z
0xd0570,BASE/Icon2b,O2,0x4ed,?IconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z
0xd0a60,BASE/ICONWDGT,O2,0x2d,??0iconWidget@@QAE@XZ
0xd0a90,BASE/ICONWDGT,O2,0x36,??_EiconWidget@@UAEPAXI@Z
0xd0a90,BASE/ICONWDGT,O2,0x36,??_GiconWidget@@UAEPAXI@Z
0xd0ad0,BASE/ICONWDGT,O2,0x6a,??0iconWidget@@QAE@FFFFKFCFFF@Z
0xd0b40,BASE/ICONWDGT,O2,0x78,??0iconWidget@@QAE@FFFFPADFCFFF@Z
0xd0bc0,BASE/ICONWDGT,O2,0xdf,?Read@iconWidget@@QAEXXZ
0xd0ca0,BASE/ICONWDGT,O2,0x21,??1iconWidget@@UAE@XZ
0xd0cd0,BASE/ICONWDGT,O2,0x291,?Main@iconWidget@@UAEHAAUtag_message@@@Z
0xd0f70,BASE/ICONWDGT,O2,0xe5,?Draw@iconWidget@@UAEXXZ
0xd1060,BASE/TEXTWDGT,O2,0x3e,??0textWidget@@QAE@XZ
0xd10a0,BASE/TEXTWDGT,O2,0x45,??_EtextWidget@@UAEPAXI@Z
0xd10a0,BASE/TEXTWDGT,O2,0x45,??_GtextWidget@@UAEPAXI@Z
0xd10f0,BASE/TEXTWDGT,O2,0x64,??0textWidget@@QAE@FFFFPAD0FFFF@Z
0xd1160,BASE/TEXTWDGT,O2,0xef,?Read@textWidget@@QAEXXZ
0xd1250,BASE/TEXTWDGT,O2,0x30,??1textWidget@@UAE@XZ
0xd1280,BASE/TEXTWDGT,O2,0x210,?Main@textWidget@@UAEHAAUtag_message@@@Z
0xd1490,BASE/TEXTWDGT,O2,0x49,?Draw@textWidget@@UAEXXZ
0xd14e0,BASE/TEXTWDGT,O2,0xc,?SetColorIndex@textWidget@@QAEXF@Z
0xd14f0,BASE/TEXTWDGT,O2,0xa2,?SetText@textWidget@@QAEXPAD@Z
0xd1594,BASE/BITS,O2,0x2e,_BitTest
0xd15c2,BASE/BITS,O2,0x20,_BitSet
0xd15e2,BASE/BITS,O2,0x22,_BitClear
0xd1610,BASE/EXEC,O2,0x10,??0executive@@QAE@XZ
0xd1620,BASE/EXEC,O2,0x9e,?InitSystem@executive@@QAEHXZ
0xd16c0,BASE/EXEC,O2,0x86,?ShutDownSystem@executive@@QAEXXZ
0xd1750,BASE/EXEC,O2,0xfb,?DoDialog@executive@@QAEHPAVbaseManager@@@Z
0xd1850,BASE/EXEC,O2,0x86,?PrintManagerList@executive@@QAEXXZ
0xd18e0,BASE/EXEC,O2,0xce,?AddManager@executive@@QAEHPAVbaseManager@@H@Z
0xd19b0,BASE/EXEC,O2,0x76,?RemoveManager@executive@@QAEXPAVbaseManager@@@Z
0xd1a30,BASE/EXEC,O2,0x5a,?CallManager@executive@@QAEXPAVbaseManager@@@Z
0xd1a90,BASE/EXEC,O2,0xfa,?MainLoop@executive@@QAEXXZ
0xd1b90,BASE/EXEC,O2,0xa,?Terminate@executive@@QAEXXZ
0xd1ba0,BASE/Iconf2b,O2,0x4f1,?FlipIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z
0xd20a0,BASE/BORDER,O2,0x32,??0border@@QAE@XZ
0xd20e0,BASE/BORDER,O2,0x4d,??_Eborder@@UAEPAXI@Z
0xd20e0,BASE/BORDER,O2,0x4d,??_Gborder@@UAEPAXI@Z
0xd2130,BASE/BORDER,O2,0x64,??0border@@QAE@FFFFFFFPAD@Z
0xd21a0,BASE/BORDER,O2,0x38,??1border@@UAE@XZ
0xd21e0,BASE/BORDER,O2,0x10e,?Read@border@@QAEXXZ
0xd22f0,BASE/BORDER,O2,0x181,?Main@border@@UAEHAAUtag_message@@@Z
0xd2480,BASE/BORDER,O2,0xab,?Draw@border@@UAEXXZ
0xd2530,BASE/BASEMGR,O2,0x47,??0baseManager@@QAE@XZ
0xd2580,BASE/PALETTE,O2,0x2e,??0palette@@QAE@XZ
0xd25b0,BASE/PALETTE,O2,0x41,??_Epalette@@UAEPAXI@Z
0xd25b0,BASE/PALETTE,O2,0x41,??_Gpalette@@UAEPAXI@Z
0xd2600,BASE/PALETTE,O2,0x55,??0palette@@QAE@K@Z
0xd2660,BASE/PALETTE,O2,0x2c,??1palette@@UAE@XZ
0xd2690,BASE/PALETTE,O2,0x4,?Data@palette@@QAEPACXZ
0xd26a0,BASE/Ripple,O2,0x23f,?DoRipple@@YIXPAVbitmap@@0HH@Z
0xd28e0,BASE/Blur,O2,0x6a4,?DoBlur@@YIXPAVbitmap@@0HHHH@Z
0xd2f90,BASE/icon2bs,O2,0x179,?IconToBitmapScale@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z
0xd310c,BASE/TILE,O2,0x18f,_TileToBitmap
0xd32a0,BASE/icon2bc,O2,0x5af,?IconToBitmapColorTable@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAEH@Z
0xd3850,BASE/Midi,O2,0xb8,?MIDIStartup@soundManager@@QAEXXZ
0xd3910,BASE/Midi,O2,0x1a9,?MIDIShutdown@soundManager@@QAEXXZ
0xd3ac0,BASE/Midi,O2,0x3ab,?MIDIPlay@soundManager@@QAEXH@Z
0xd3e70,BASE/Midi,O2,0x108,?MIDIStop@soundManager@@QAEXXZ
0xd3f80,BASE/Midi,O2,0x46,?MIDIIsPlaying@soundManager@@QAEHXZ
0xd3fd0,BASE/Midi,O2,0x68,?MIDISetVolume@soundManager@@QAEXXZ
0xd4040,BASE/Midi,O2,0x1,?MIDIPoll@soundManager@@QAEXXZ
0xd4050,BASE/Bzip,Od,0x1a,?initialiseCRC@@YIXXZ
0xd4070,BASE/Bzip,Od,0x17,?getFinalCRC@@YIIXZ
0xd4090,BASE/Bzip,Od,0x15,?getGlobalCRC@@YIIXZ
0xd40b0,BASE/Bzip,Od,0x1e,?setGlobalCRC@@YIXI@Z
0xd40d0,BASE/Bzip,Od,0x64,?bsOpenReadStream@@YIPAUBitStream@@PAU_iobuf@@@Z
0xd4140,BASE/Bzip,Od,0x64,?bsOpenWriteStream@@YIPAUBitStream@@PAU_iobuf@@@Z
0xd41b0,BASE/Bzip,Od,0x8c,?bsPutBit@@YIXPAUBitStream@@H@Z
0xd4240,BASE/Bzip,Od,0x95,?bsGetBit@@YIHPAUBitStream@@@Z
0xd42e0,BASE/Bzip,Od,0x50,?bsGetUChar@@YIEPAUBitStream@@@Z
0xd4330,BASE/Bzip,Od,0x4e,?bsPutUChar@@YIXPAUBitStream@@E@Z
0xd4380,BASE/Bzip,Od,0xe8,?bsClose@@YIXPAUBitStream@@@Z
0xd4470,BASE/Bzip,Od,0x35,?minUInt32@@YIIII@Z
0xd44b0,BASE/Bzip,Od,0x4e,?arithCodeBitPlusFollow@@YIXPAUBitStream@@I@Z
0xd4500,BASE/Bzip,Od,0x34,?arithCodeStartEncoding@@YIXPAUBitStream@@@Z
0xd4540,BASE/Bzip,Od,0x4c,?arithCodeDoneEncoding@@YIXPAUBitStream@@@Z
0xd4590,BASE/Bzip,Od,0x68,?arithCodeStartDecoding@@YIXPAUBitStream@@@Z
0xd4600,BASE/Bzip,Od,0x16,?arithCodeDoneDecoding@@YIXPAUBitStream@@@Z
0xd4620,BASE/Bzip,Od,0x98,?arithCodeRenormalise_Encode@@YIXPAUBitStream@@@Z
0xd46c0,BASE/Bzip,Od,0xd7,?arithCodeSymbol@@YIXPAUBitStream@@PAUModel@@H@Z
0xd47a0,BASE/Bzip,Od,0xfe,?arithDecodeSymbol@@YIHPAUBitStream@@PAUModel@@@Z
0xd48a0,BASE/Bzip,Od,0xe0,?initModel@@YIXPAUModel@@PADHHH@Z
0xd4980,BASE/Bzip,Od,0x3f,?dumpModelStats@@YIXPAUModel@@@Z
0xd49c0,BASE/Bzip,Od,0xa0,?updateModel@@YIXPAUModel@@H@Z
0xd4a60,BASE/Bzip,Od,0x35,?putSymbol@@YIXPAUModel@@HPAUBitStream@@@Z
0xd4aa0,BASE/Bzip,Od,0x35,?getSymbol@@YIHPAUModel@@PAUBitStream@@@Z
0xd4ae0,BASE/Bzip,Od,0x2b,?initBogusModel@@YIXXZ
0xd4b10,BASE/Bzip,Od,0x2f,?putUChar@@YIXPAUBitStream@@E@Z
0xd4b40,BASE/Bzip,Od,0x6a,?putInt32@@YIXPAUBitStream@@H@Z
0xd4bb0,BASE/Bzip,Od,0x6a,?putUInt32@@YIXPAUBitStream@@I@Z
0xd4c20,BASE/Bzip,Od,0x28,?getUChar@@YIEPAUBitStream@@@Z
0xd4c50,BASE/Bzip,Od,0x65,?getInt32@@YIHPAUBitStream@@@Z
0xd4cc0,BASE/Bzip,Od,0x65,?getUInt32@@YIIPAUBitStream@@@Z
0xd4d30,BASE/Bzip,Od,0xda,?initModels@@YIXXZ
0xd4e10,BASE/Bzip,Od,0x71,?dumpAllModelStats@@YIXXZ
0xd4e90,BASE/Bzip,Od,0x153,?getMTFVal@@YIHPAUBitStream@@@Z
0xd4ff0,BASE/Bzip,Od,0x27f,?sendMTFVal@@YIXPAUBitStream@@H@Z
0xd5270,BASE/Bzip,Od,0x94,?FreeCompressStructures@@YIXXZ
0xd5310,BASE/Bzip,Od,0xcf,?allocateCompressStructures@@YIXXZ
0xd53e0,BASE/Bzip,Od,0x94,?FreeDecompressStructures@@YIXXZ
0xd5480,BASE/Bzip,Od,0xe4,?setDecompressStructureSizes@@YIXH@Z
0xd5570,BASE/Bzip,Od,0x22,?GETALL@@YIIH@Z
0xd55a0,BASE/Bzip,Od,0x41,?SETREST16@@YIXHI@Z
0xd55f0,BASE/Bzip,Od,0x3e,?SETFIRST16@@YIXHI@Z
0xd5630,BASE/Bzip,Od,0x41,?SETREST@@YIXHI@Z
0xd5680,BASE/Bzip,Od,0x40,?SETFIRST@@YIXHE@Z
0xd56c0,BASE/Bzip,Od,0x40,?SETSECOND@@YIXHE@Z
0xd5700,BASE/Bzip,Od,0x40,?SETTHIRD@@YIXHE@Z
0xd5740,BASE/Bzip,Od,0x3d,?SETFOURTH@@YIXHE@Z
0xd5780,BASE/Bzip,Od,0x4d,?NORMALISE@@YIHH@Z
0xd57d0,BASE/Bzip,Od,0x36,?NORMALISEHI@@YIHH@Z
0xd5810,BASE/Bzip,Od,0x31,?NORMALISELO@@YIHH@Z
0xd5850,BASE/Bzip,Od,0x39,?STRONG_NORMALISE@@YIHH@Z
0xd5890,BASE/Bzip,Od,0x9d,?sendZeroes@@YIXPAUBitStream@@H@Z
0xd5930,BASE/Bzip,Od,0x189,?moveToFrontCodeAndSend@@YIXPAUBitStream@@H@Z
0xd5ac0,BASE/Bzip,Od,0x2d9,?getAndMoveToFrontDecode@@YIHPAUBitStream@@@Z
0xd5da0,BASE/Bzip,Od,0x84,?stripe@@YIXXZ
0xd5e30,BASE/Bzip,Od,0x4f,?copyOffsetWords@@YIXXZ
0xd5e80,BASE/Bzip,Od,0x172,?fullGt@@YIHHH@Z
0xd6000,BASE/Bzip,Od,0x548,?qsortFull@@YIXHH@Z
0xd6550,BASE/Bzip,Od,0xbc,?trivialGt@@YIHHH@Z
0xd6610,BASE/Bzip,Od,0x10f,?shellTrivial@@YIXXZ
0xd6720,BASE/Bzip,Od,0x434,?sortIt@@YIXXZ
0xd6b60,BASE/Bzip,Od,0xa4,?doReversibleTransformation@@YIXXZ
0xd6c10,BASE/Bzip,Od,0x158,?undoReversibleTransformation@@YIXXZ
0xd6d70,BASE/Bzip,Od,0x1c1,?spotBlock@@YIXH@Z
0xd6f40,BASE/Bzip,Od,0x15c,?getRLEpair@@YIHPAU_iobuf@@@Z
0xd70a0,BASE/Bzip,Od,0x1eb,?loadAndRLEsource@@YIHPAU_iobuf@@@Z
0xd7290,BASE/Bzip,Od,0x18d,?unRLEandDump@@YIXPAU_iobuf@@H@Z
0xd7420,BASE/Bzip,Od,0x2e6,?compressStream@@YIXPAU_iobuf@@0@Z
0xd7710,BASE/Bzip,Od,0x26e,?uncompressStream@@YIHPAU_iobuf@@0@Z
0xd7980,BASE/Bzip,Od,0x10,?showFileNames@@YIXXZ
0xd7990,BASE/Bzip,Od,0x10,?cleanUpAndFail@@YIXXZ
0xd79a0,BASE/Bzip,Od,0x16,?panic@@YIXPAD@Z
0xd79c0,BASE/Bzip,Od,0x4d,?crcError@@YIXII@Z
0xd7a10,BASE/Bzip,Od,0x4a,?compressedStreamEOF@@YIXXZ
0xd7a60,BASE/Bzip,Od,0x4a,?ioError@@YIXXZ
0xd7ab0,BASE/Bzip,Od,0x3c,?blockOverrun@@YIXXZ
0xd7af0,BASE/Bzip,Od,0x3c,?unblockError@@YIXXZ
0xd7b30,BASE/Bzip,Od,0x3c,?bitStreamEOF@@YIXXZ
0xd7b70,BASE/Bzip,Od,0x37,?mySignalCatcher@@YAXPAH@Z
0xd7bb0,BASE/Bzip,Od,0x76,?mySIGSEGVorSIGBUScatcher@@YIXPAH@Z
0xd7c30,BASE/Bzip,Od,0x4d,?uncompressOutOfMemory@@YIXHH@Z
0xd7c80,BASE/Bzip,Od,0x4d,?compressOutOfMemory@@YIXHH@Z
0xd7cd0,BASE/Bzip,Od,0x83,?endsInBz@@YIHPAD@Z
0xd7d60,BASE/Bzip,Od,0xe2,?compress@@YIXPAD@Z
0xd7e50,BASE/Bzip,Od,0x110,?uncompress@@YIXPAD@Z
0xd7f60,BASE/Bzip,Od,0x2d5,?EncodeData@@YIJPAD0K@Z
0xd8240,BASE/Bzip,Od,0x2f3,?DecodeData@@YIJPAD0K@Z
0xd8540,BASE/miscwin,O2,0x1e2,@BlitBitmapToScreenVesa@28
0xd8730,BASE/miscwin,O2,0x4,?AutoInitSVGA@@YIFXZ
0xd8740,BASE/Textntry,O2,0x2d,??0textEntryWidget@@QAE@XZ
0xd8770,BASE/Textntry,O2,0x36,??_EtextEntryWidget@@UAEPAXI@Z
0xd8770,BASE/Textntry,O2,0x36,??_GtextEntryWidget@@UAEPAXI@Z
0xd87b0,BASE/Textntry,O2,0x134,??0textEntryWidget@@QAE@FFFFFPAD0F0FFFFHH@Z
0xd88f0,BASE/Textntry,O2,0x21,??1textEntryWidget@@UAE@XZ
0xd8920,BASE/Textntry,O2,0x26c,?Read@textEntryWidget@@QAEXH@Z
0xd8b90,BASE/Textntry,O2,0x874,?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
0xd9410,BASE/Textntry,O2,0x160,?Draw@textEntryWidget@@UAEXXZ
0xd9570,BASE/Textntry,O2,0x1be,?SetupDisplayString@textEntryWidget@@QAEXPADG@Z
0xd9730,BASE/RESOURCE,O2,0x19,??0resource@@QAE@XZ
0xd9750,BASE/RESOURCE,O2,0x2d,??0resource@@QAE@FKFPAV0@@Z
0xd9780,BASE/RESOURCE,O2,0x7,??1resource@@UAE@XZ
0xd9790,BASE/iconf2bc,O2,0x54d,?FlipIconToBitmapColorTable@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAE@Z
0xd9ce0,BASE/iconf2by,O2,0x58d,?FlipIconToBitmapYModify@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAC@Z
0xda270,BASE/icon2by,O2,0x588,?IconToBitmapYModify@@YIXPAVicon@@PAVbitmap@@HHHHHHHHHPAC@Z
0xda800,BASE/Iconmf2b,O2,0x212,?FlipMonoIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z
0xdaa20,BASE/Icondf2b,O2,0x23b,?FlipDimIconToBitmap@@YIXPAVicon@@PAVbitmap@@HHHHHHHHH@Z
0xdac60,BASE/TILESET,O2,0x8f,??0tileset@@QAE@K@Z
0xdacf0,BASE/TILESET,O2,0x36,??_Etileset@@UAEPAXI@Z
0xdacf0,BASE/TILESET,O2,0x36,??_Gtileset@@UAEPAXI@Z
0xdad30,BASE/TILESET,O2,0x21,??1tileset@@UAE@XZ
0xdad60,BASE/SAMPLE,O2,0x181,??0sample@@QAE@PADJJJ@Z
0xdaef0,BASE/SAMPLE,O2,0x41,??_Esample@@UAEPAXI@Z
0xdaef0,BASE/SAMPLE,O2,0x41,??_Gsample@@UAEPAXI@Z
0xdaf40,BASE/SAMPLE,O2,0x2c,??1sample@@UAE@XZ
0xdaf70,BASE/SAMPLE,O2,0x72,??0MIDIWrap@@QAE@PAD@Z
0xdaff0,BASE/SAMPLE,O2,0x3d,??_EMIDIWrap@@UAEPAXI@Z
0xdaff0,BASE/SAMPLE,O2,0x3d,??_GMIDIWrap@@UAEPAXI@Z
0xdb030,BASE/SAMPLE,O2,0x28,??1MIDIWrap@@UAE@XZ
0xdb060,BASE/listbox,O2,0x42,??0listBoxWidget@@QAE@XZ
0xdb0b0,BASE/listbox,O2,0x1f,??_ElistBoxWidget@@UAEPAXI@Z
0xdb0b0,BASE/listbox,O2,0x1f,??_GlistBoxWidget@@UAEPAXI@Z
0xdb0d0,BASE/listbox,O2,0x86,??1listBoxWidget@@UAE@XZ
0xdb160,BASE/listbox,O2,0x26e,?Read@listBoxWidget@@QAEXXZ
0xdb3d0,BASE/listbox,O2,0x142,?DeleteItem@listBoxWidget@@QAEXH@Z
0xdb520,BASE/listbox,O2,0x368,?Main@listBoxWidget@@UAEHAAUtag_message@@@Z
0xdb890,BASE/listbox,O2,0x8,?Draw@listBoxWidget@@UAEXXZ
0xdb8a0,BASE/listbox,O2,0x334,?DrawLBStuff@listBoxWidget@@QAEXH@Z
0xdbbe0,BASE/listbox,O2,0x312,?ProcessMouseMessage@listBoxWidget@@QAEHAAUtag_message@@@Z
0xdbf00,BASE/droplist,O2,0x3b,??0dropListWidget@@QAE@XZ
0xdbf40,BASE/droplist,O2,0x1f,??_EdropListWidget@@UAEPAXI@Z
0xdbf40,BASE/droplist,O2,0x1f,??_GdropListWidget@@UAEPAXI@Z
0xdbf60,BASE/droplist,O2,0x7c,??1dropListWidget@@UAE@XZ
0xdbfe0,BASE/droplist,O2,0x21d,?Read@dropListWidget@@QAEXXZ
0xdc200,BASE/droplist,O2,0xd5,?DeleteItem@dropListWidget@@QAEXH@Z
0xdc2e0,BASE/droplist,O2,0x350,?Main@dropListWidget@@UAEHAAUtag_message@@@Z
0xdc630,BASE/droplist,O2,0xaf,?Draw@dropListWidget@@UAEXXZ
0xdc6e0,BASE/droplist,O2,0x378,?DrawDropStuff@dropListWidget@@QAEXXZ
0xdca60,BASE/droplist,O2,0x50,?SaveDropBackground@dropListWidget@@QAEXXZ
0xdcab0,BASE/droplist,O2,0x56,?RestoreDropBackground@dropListWidget@@QAEXXZ
0xdcb10,BASE/droplist,O2,0x81f,?ProcessSelectDialog@dropListWidget@@QAEXXZ
0xdd330,BASE/DIMMER,O2,0x1e,??0dimmerWidget@@QAE@XZ
0xdd350,BASE/DIMMER,O2,0x34,??0dimmerWidget@@QAE@FFFFFF@Z
0xdd390,BASE/DIMMER,O2,0x5f,?Read@dimmerWidget@@QAEXXZ
0xdd3f0,BASE/DIMMER,O2,0xd,?Main@dimmerWidget@@UAEHAAUtag_message@@@Z
0xdd400,BASE/DIMMER,O2,0x5,?Draw@dimmerWidget@@UAEXXZ
0xdd410,BASE/DIMMER,O2,0x25,??_EdimmerWidget@@UAEPAXI@Z
0xdd410,BASE/DIMMER,O2,0x25,??_GdimmerWidget@@UAEPAXI@Z
0xdd440,BASE/BUTTON,O2,0x34,??0button@@QAE@XZ
0xdd480,BASE/BUTTON,O2,0x36,??_Ebutton@@UAEPAXI@Z
0xdd480,BASE/BUTTON,O2,0x36,??_Gbutton@@UAEPAXI@Z
0xdd4c0,BASE/BUTTON,O2,0x6e,??0button@@QAE@FFFFKFFFFFF@Z
0xdd530,BASE/BUTTON,O2,0x7c,??0button@@QAE@FFFFPADFFFFFF@Z
0xdd5b0,BASE/BUTTON,O2,0xeb,?Read@button@@QAEXXZ
0xdd6a0,BASE/BUTTON,O2,0x21,??1button@@UAE@XZ
0xdd6d0,BASE/BUTTON,O2,0x595,?Main@button@@UAEHAAUtag_message@@@Z
0xddc70,BASE/BUTTON,O2,0x96,?Select@button@@QAEFAAUtag_message@@@Z
0xddd10,BASE/BUTTON,O2,0x83,?Deselect@button@@QAEFAAUtag_message@@@Z
0xddda0,BASE/BUTTON,O2,0x55,?Draw@button@@UAEXXZ
0xdde00,BASE/WIDGET,O2,0x5a,??0widget@@QAE@FFFFFF@Z
0xdde60,BASE/WIDGET,O2,0x3f,??0widget@@QAE@XZ
0xddea0,BASE/WIDGET,O2,0x7,??1widget@@UAE@XZ
0xddeb0,BASE/WIDGET,O2,0x14,?Open@widget@@QAEHHPAVheroWindow@@@Z
0xdded0,BASE/WIDGET,O2,0x1,?Close@widget@@QAEXXZ
0xddee0,BASE/WIDGET,O2,0x2f4,?Main@widget@@UAEHAAUtag_message@@@Z
0xde1e0,BASE/WIDGET,O2,0x47,?Dim@widget@@QAEXXZ
0xde228,mss32.dll,,0x6,_AIL_get_preference@4
0xde22e,mss32.dll,,0x6,_AIL_redbook_open@4
0xde234,mss32.dll,,0x6,_AIL_redbook_close@4
0xde23a,mss32.dll,,0x6,_AIL_redbook_track_info@16
0xde240,mss32.dll,,0x6,_AIL_redbook_tracks@4
0xde246,mss32.dll,,0x6,_AIL_last_error@0
0xde24c,mss32.dll,,0x6,_AIL_waveOutOpen@16
0xde252,mss32.dll,,0x6,_AIL_set_preference@8
0xde258,mss32.dll,,0x6,_AIL_startup@0
0xde25e,mss32.dll,,0x6,_AIL_allocate_sample_handle@4
0xde264,mss32.dll,,0x6,_AIL_shutdown@0
0xde26a,mss32.dll,,0x6,_AIL_end_sample@4
0xde270,mss32.dll,,0x6,_AIL_sample_status@4
0xde276,mss32.dll,,0x6,_AIL_start_sample@4
0xde27c,mss32.dll,,0x6,_AIL_set_sample_volume@8
0xde282,mss32.dll,,0x6,_AIL_sample_volume@4
0xde288,mss32.dll,,0x6,_AIL_set_sample_address@12
